,count,hate_speech,offensive_language,neither,class,tweet
22820,3,0,3,0,1,U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour
22821,3,0,0,3,2,U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
22822,3,0,3,0,1,U still fuck with your old bitch? &#8212; Disrespectful like shit http://t.co/CEYCDVZ4w5
22823,3,0,3,0,1,U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;
22824,3,0,3,0,1,U think them nigs u with is with u?
22825,6,0,6,0,1,U wanna piss a hoe off when u in the club &amp; she in front U Tryna dance for u do what I'm doing right now Tweet
22826,3,1,2,0,1,U want a big titty'd hoe-dyke to wash ya rims lls RT @DickGregory I expect a chick at da bikini car wash to rid my rims of all brake dust!
22827,3,0,3,0,1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
22828,3,0,3,0,1,U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days
22829,3,0,3,0,1,U wont see me sober less i got court Mary the best bitch in life
22830,3,1,2,0,1,UPDATE: Three arrsted after German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/5TNwQ2e7Q5
22831,3,0,0,3,2,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews
22832,3,0,3,0,1,Ugh I can't stand a bitch that smokes black &amp; milds. They make me itch
22833,3,0,3,0,1,Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww @Hi__________Bye
22834,3,0,3,0,1,Ugh I really can't wait to get paid tomorrow and spend it on my hoes &#128524;&#10084;&#65039;&#128131;&#128111;&#128109;&#128514;&#128514;&#128514;&#128514;
22835,3,0,3,0,1,Ugh I'm such a little bitch &#128514;
22836,3,0,3,0,1,Ugh bad bitches picture coming soon &#128514;
22837,3,0,3,0,1,"Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!"
22838,3,0,3,0,1,Ugh like I hate when my momma get to talking all proper like bitch stfu.
22839,3,0,3,0,1,Ugh that crazy bitch in The Crucible smh
22840,3,0,3,0,1,Ugly ass hoe wanna be me so bad bitch gone on &#9996;&#65039;
22841,3,0,3,0,1,Ugly bitches always trynna take pics from the same angle &#128553;&#128553;&#128514;&#128514; guess it's they best side
22843,3,1,2,0,1,Ugly bitches know to get out the crib before the sun come up &#128514;&#128175;
22844,3,0,3,0,1,"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up."
22845,3,0,3,0,1,Ugly bitches post the most retarded shit on social media.
22846,3,0,3,0,1,Ugly bitches stay subbing
22847,3,3,0,0,0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN
22848,3,0,3,0,1,"Ugly hoes favorite line: ""I'm far from ugly..."" I be like naw hoe, you closer than you think!"
22849,3,0,3,0,1,"Ugly hoes, you can NOT have attitudes! Kill the ratchetness!! You need to be nice, cause your looks sure ain't getting you nowhere!!!!"
22850,3,0,3,0,1,"Uh Cody called me a punk ass bitch and I said, I think you meant to say boss ass bitch but I'll let it go ctfu &#128514;"
22851,3,1,2,0,1,Uh oh RT @VICD713ENT: Control yo bitch if you don't want her in no shit. It's that simple
22852,3,0,2,1,1,Uh. How long do I have till #Apple comes out with the newest incarnation of the #iphone?!? I'm so ready. Two years and this bitch still goes
22853,3,0,3,0,1,Uhhh bitch
22854,3,1,2,0,1,"Ummm.. These hoes need guidance, better yet a baptism"
22855,3,0,2,1,1,Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.
22856,3,0,0,3,2,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1"
22857,3,0,0,3,2,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;"
22858,6,3,2,1,0,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
22859,3,1,2,0,1,Uncle Tom ass muhfuckas.
22860,6,0,6,0,1,Unemployed niggas get the most bitches #FACTDONTARGUE
22861,3,0,3,0,1,"Unfortunately, I love her the most tho RT @KingHorseDick: @viaNAWF thats ur hoe too?"
22862,3,1,2,0,1,Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!
22863,3,0,3,0,1,"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't."
22864,3,0,0,3,2,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y"
22865,6,0,6,0,1,"Unk just said ""bitches hit the bottle and they pussy start snappin"" lmao"
22866,3,0,3,0,1,Unlike some of yall boring ass bitches lol
22867,3,0,3,0,1,Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...
22868,3,0,2,1,1,Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP
22869,6,0,6,0,1,Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;
22870,3,0,3,0,1,Up and let the heat pop bitch
22871,3,0,3,0,1,Up early on Dat good dope wit my niccas!
22872,3,0,1,2,2,Up early then a bitch driving to denton omg can I move already
22873,3,0,3,0,1,Up in this bitch like elevators
22874,3,0,0,3,2,Up like an eagle tryna catch the early bird that catches the worm.
22875,3,0,2,1,1,Up too early the damn birds are still chirping smh.
22876,3,0,3,0,1,Upstate hoes love down south niggas and down south females love upstate niggas
22878,3,0,3,0,1,Ur fat ... Not thick... It's a difference bitch
22879,6,0,6,0,1,"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae"
22880,6,0,0,6,2,Use to trap them birds now I'm fly like a birdddd
22881,3,0,3,0,1,Used the dollar menu &amp; spectate at the mall. But now I'm buying that bitch out cause shit I want it all ....
22882,3,0,3,0,1,"Used to have a girlfriend, now all I got is hoes.."
22883,3,1,2,0,1,VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?
22884,3,0,3,0,1,Vagina flavored bacon bitch
22885,3,0,3,0,1,Val is such a bitch
22886,3,1,2,0,1,Value your money.Value your dick.Don't buy trash.Don't fuck trash.
22887,3,0,3,0,1,Vandalize that pussy.It's on.
22888,3,2,1,0,0,Vanessa is such a fuckin faggot.
22889,3,0,3,0,1,Vegas in 4 days bitches.
22890,3,0,3,0,1,"Venti iced water

Make it snappy hoe"
22891,3,0,3,0,1,Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.
22892,3,0,3,0,1,Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch
22893,3,0,0,3,2,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
22894,3,0,0,3,2,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR
22895,3,0,0,3,2,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS
22896,3,0,0,3,2,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv
22897,3,0,0,3,2,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4
22898,3,0,1,2,2,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb
22899,3,0,1,2,2,"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT"
22900,3,0,3,0,1,Vine is filled with pussy lol smh
22901,3,0,0,3,2,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy
22902,3,0,1,2,2,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM"
22903,3,1,0,2,2,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
22904,3,0,3,0,1,W bitch
22905,3,0,0,3,2,WALK OFF HR! @Yankees
22906,3,0,2,1,1,"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq"
22907,3,0,2,1,1,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K
22908,3,1,2,0,1,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight... http://t.co/Px9cN8fCW5
22909,3,0,0,3,2,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
22910,3,0,0,3,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop
22911,3,0,2,1,1,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #tcot #lnyhbt #pjnet #tgdn #gop
22912,3,1,0,2,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE
22913,3,0,3,0,1,WDMC RT @Rhion_R: So what shit is this. Male hoes now. WHAT is going on. http://t.co/XcY9QE5Yab
22914,3,0,3,0,1,"WE SALUTE THE VETS &#8211; Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches Du... http://t.co/1cK21ivEUp #tcot #pjnet"
22915,3,0,0,3,2,"WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1"
22916,3,0,1,2,2,WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz
22917,3,0,0,3,2,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$"
22918,3,0,1,2,2,WTF I'mma do about my legs Charlie Murphy...
22919,3,0,2,1,1,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds
22920,3,0,1,2,2,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped."
22921,3,0,3,0,1,Waddup bitch I gotta get tf outta this town tonite http://t.co/fDc54X3cB0
22922,3,0,2,1,1,Wagwuan bitches...!
22923,3,1,2,0,1,Wait What?! &#128557;&#128557;&#128564;&#128564;&#8220;@TaeCocky: You a faggot if you wear a seat beat&#8221;
22924,3,1,2,0,1,Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.
22925,3,1,2,0,1,Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL
22926,3,0,0,3,2,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR"
22927,3,0,3,0,1,Wait bitch..Keep it simple never basic
22928,3,0,0,3,2,Wait did @kidfivevibes take my brownies??
22929,3,0,3,0,1,Wait that's noooo butt naked bitch &#128514;&#128514;&#128514;&#128514;&#128514; awwwww boy!!!!!!
22930,3,0,3,0,1,Wait. What in the mudda cunt hypocrisy
22931,3,0,3,0,1,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.
22932,3,0,0,3,2,Waiting for brownies. I want brownies. Someone hooks it up?
22933,3,0,3,0,1,Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;
22934,3,2,1,0,0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
22935,3,0,3,0,1,Waka bitch bad fr
22936,3,1,2,0,1,Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv
22937,3,0,3,0,1,Wake up bitches
22938,3,2,1,0,0,Wake up you stoopid dyke @RandyPawlik
22939,9,0,9,0,1,Walk in the party boot up yo hoe
22940,3,1,2,0,1,Walk out that bitch like RT @MKellyRedmen25: Just murdered that test! http://t.co/XYiVSRbsop
22941,3,1,2,0,1,"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!"
22942,3,0,3,0,1,"Walked in wit a new bitch on me, got niggas mad but I know it"
22943,3,0,3,0,1,Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard
22944,6,0,6,0,1,Wallah I'll drop kick this bitch
22945,6,0,6,0,1,Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.
22946,3,0,3,0,1,"Wanna find out the truth about somebody? Just tell em ""NO"" and watch the real bitch nigga or hoe come out em!"
22947,3,0,3,0,1,Want some cheese with that whine bitch ?!
22948,3,1,2,0,1,Want to cry cause of the girls at La fitness ... Imma bitch
22949,6,0,0,6,2,"Want to go get this brownie, I'm stuck doe."
22950,3,0,0,3,2,Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;
22951,3,0,3,0,1,Wanted to eat her pussy from the back but she's sleep...smh
22952,9,0,9,0,1,Warriors ain't winning shit if Curry keep playin like a bitch
22953,3,0,0,3,2,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
22954,6,0,6,0,1,Was in kimball gym today boy if they had the carter&amp; kimball it that hoe it would've been stupid
22955,6,0,5,1,1,Wash up hoe
22956,3,0,1,2,2,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG
22957,3,2,1,0,0,Washing my coon hair
22958,3,2,1,0,0,Wassup wit all these fucc niccas
22959,3,0,3,0,1,Watch how i stop talking &amp;&amp; the bitch still tweets
22960,3,1,2,0,1,"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!"
22961,3,0,3,0,1,Watch my Twitter bitch
22962,3,0,0,3,2,Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE
22963,3,2,1,0,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
22964,3,1,2,0,1,"Watch the blacks and whiggers cry:

http://t.co/EmluwbbOgW"
22965,3,0,3,0,1,Watch yo hoe
22966,3,0,0,3,2,Watched some crows eat a sandwich
22967,3,0,0,3,2,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees
22968,3,0,3,0,1,Watching Deadly Women. This malicious bitch left 50 babies out in the sun so they can bake to death. Wtf.
22969,3,0,3,0,1,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
22970,3,0,0,3,2,"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!..."
22971,3,2,1,0,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
22972,3,1,2,0,1,"Watchu smiling in da can foe nigguh,"
22973,3,0,3,0,1,Water whippin bitch that bobby buschi
22974,3,0,3,0,1,Wats up with ppl calling me foriegn bitch now
22975,3,0,3,0,1,Wave &#127754; or get Splashed &#128166; on!!! #SplashGang ya bitch you!!
22976,3,0,2,1,1,Way too many pussies who just lay down and do nothing in my generation. Both literally and figuratively.
22977,3,0,3,0,1,Wayne crazy.... New Orleans ass nicca lol
22978,3,0,3,0,1,"Wayne went ape shit on tht ""Krazy"""
22979,3,0,3,0,1,We ain't gon talk bout yo partnas cuz dey ain't shit like my niccas
22980,3,0,3,0,1,We ain't really wit that talkin bitch we bout that action
22981,3,0,3,0,1,We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa
22982,3,0,3,0,1,We are the only fan base who by and large gives a crap that Rodgers chews his guys out. Nobody bitches about this for Brady and Manning.
22983,3,1,2,0,1,We been passed dem niccas yrs ago fr
22984,3,0,3,0,1,We both have hella hoes but I swear all I want is you
22985,3,0,3,0,1,"We bout to be the next Chik Fil A, lmao. Couple of fags said we told them if they didn't like their food to get out.
Never happened &#128514;&#128514;&#128514;&#128514;"
22986,3,1,0,2,2,We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.
22987,3,0,3,0,1,We can't trust these hoes fam http://t.co/INvr9Wnccv
22988,3,0,3,0,1,We cocky yea bitch we cocky.
22989,3,0,3,0,1,We delivering bitch!!!!
22990,3,0,3,0,1,We don't hire bitches
22991,3,1,2,0,1,We don't love them hoes !
22992,6,1,5,0,1,We don't love these hoes
22993,3,0,3,0,1,"We don't love these hoes, I only want one night &#128514;&#128553;&#9996;&#65039; Jayballout #onlywantonenight #312 https://t.co/ooxHCzfGJP"
22994,3,1,2,0,1,We don't play &#127936; bitch there's no take backs
22995,3,0,3,0,1,We don't pop out bitch we slide
22996,3,0,3,0,1,"We don't want yo bitch mane, we just wanna have fun with her."
22998,3,1,2,0,1,"We got gin, mad blunts and bitches sucking dick"
22999,3,0,3,0,1,"We got mob ties/ and all my hoes gangstaz too/mob wives/ bad bitches,but I don't spend alotta&#8230; http://t.co/LECZepIVS7"
23000,3,2,1,0,0,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
23001,3,0,3,0,1,We in this bitch!!! http://t.co/jKqld5vodm
23002,3,0,3,0,1,"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;"
23003,3,0,3,0,1,We know what this hoe gonna do for her bday now cc:@TheShugAvery RT @OMGitsKariC: @moyizzy I plan on it &#128520;
23004,3,0,3,0,1,We know you fat hoes are not big boned your jus fat af !
23005,3,0,3,0,1,We live ina generation where we praise these hoes.
23006,3,0,3,0,1,We need a UT expose hoes page hmmmmm !
23007,3,0,3,0,1,We need hoes
23008,3,0,3,0,1,We need to start having a fantasy team of UT hoes lol
23009,3,0,0,3,2,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.
23010,4,0,4,0,1,We ran thru the bitch you fallin in love with!
23011,3,0,3,0,1,We so deep in this bitch we might drown
23012,3,0,2,1,1,We trash
23013,6,0,6,0,1,We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches
23014,3,0,0,3,2,We wacko birds are still tweeting #MakeDCListen
23015,3,0,3,0,1,"We'll catch them hoes later, stay on ya grind"
23016,3,0,0,3,2,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials"
23017,3,0,3,0,1,We're a good match cuz we both retarded...n weed
23018,3,0,1,2,2,We're going to make the school look so redneck tomorrow.
23019,3,0,3,0,1,Weazy bitch birdman jr http://t.co/wXNX94BzoC
23020,3,1,2,0,1,Webbie to retarded
23021,3,0,0,3,2,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;
23022,6,2,3,1,1,Weed nigguh.. Retweet that
23023,3,0,3,0,1,Weef fitm is that life fuck flappy bird
23024,3,0,1,2,2,Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.
23025,3,0,3,0,1,Weird ass bitches
23026,3,0,0,3,2,Weird frosted colored lipgloss is weird...
23027,3,0,1,2,2,"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!"
23028,3,0,0,3,2,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP"
23029,3,0,2,1,1,Welding with your shirt off is the redneck version of tanning lol
23030,3,0,3,0,1,Well I wish I could shoot the shit wit u bitches but daddy gotta get dis money .one
23031,3,0,3,0,1,Well I'm back on the prowl for a bad bitch
23032,3,0,1,2,2,Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37
23033,3,0,0,3,2,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home
23034,3,1,2,0,1,Well damn!! LMaooo.... &#171;@IGiveEmNathan It was the dyke in that picture she used to be a girl once up on a time&#187;
23035,3,0,2,1,1,Well dayum RT @Tristine214: I seen you bitches knocking censor tags off your clothes on your patio with hammers http://t.co/tWE3VY0Bk5
23036,3,1,2,0,1,Well done? What a coon.
23037,3,2,1,0,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
23038,3,0,0,3,2,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!
23039,3,0,3,0,1,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx
23040,3,0,3,0,1,Well i feel like a bitch.. &#128530;
23041,3,0,3,0,1,Well isnt that a bitch 2 wildcards are going to the #WorldSeries
23042,3,0,3,0,1,"Well now that I'm basically gone full retard, lets get blasted"
23043,3,0,3,0,1,Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.
23044,3,0,3,0,1,Well they do now haha RT @laydeesweets: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @VivaLAJuicyy69
23045,3,1,2,0,1,Well your a little cunt !
23046,3,0,3,0,1,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ"
23047,3,0,3,0,1,"Well,is he gonna take da bitch or naw?"
23048,3,0,3,0,1,Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.
23049,3,0,3,0,1,"Welp! &#8220;@FemaIeStruggle Me: Baby I cooked

Bae: What's for dinner?

Me: That bitch you been texting http://t.co/pOxpYQ5Eiy"
23050,3,0,3,0,1,Wen yu see uh bad bitch n wanna holla say Ayyy
23051,3,0,0,3,2,Went to an open house today &amp; the place was trash. Ewww
23052,3,0,3,0,1,Went ya bitch house now she not a virgin anymore
23053,3,1,2,0,1,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
23054,3,0,0,3,2,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7
23055,3,1,2,0,1,Westside nicca!
23056,3,0,3,0,1,Wet bitches http://t.co/fm7UDyku
23057,3,0,2,1,1,"What America teaches people: if you bitch about something enough, you'll get what you want."
23058,3,0,3,0,1,What I hate about edm festivals is the people who bitch about the line up. #STFU
23059,3,0,3,0,1,What I look like ho? I look like YES and you look like NO! @NICKIMINAJ
23060,3,0,3,0,1,What a Dirty Girl! Haha &#58381;&#57423;&#58380;&#57607; #cat #pussy #pets http://t.co/7YaYdatE
23061,3,0,3,0,1,What a bitch.. #pshh
23062,3,1,2,0,1,What a dumb bitch
23063,3,3,0,0,0,What a fag
23064,3,2,1,0,0,What a fucking faggot
23065,3,0,3,0,1,What a fucking retard
23066,3,0,3,0,1,What a hoe lol
23067,3,0,3,0,1,"What a pussy so you can sub-tweet about me, then unfollow, but can't even reply and try to understand my point? Yeah and I'm the idiot."
23068,3,1,2,0,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @joederosacomedy @TheCumiaShow
23069,3,0,0,3,2,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.
23070,3,2,1,0,0,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO
23071,3,0,3,0,1,What a wifey would understand a hoe could never comprehend
23072,3,0,0,3,2,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!"
23073,3,0,1,2,2,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
23074,3,3,0,0,0,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
23075,3,0,3,0,1,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &#128514;&#128553;&#128557;&#128514;&#128514;
23076,3,0,1,2,2,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells."
23077,3,0,0,3,2,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
23078,3,0,1,2,2,What if I talked ghetto lol I'd be so annoyed of my self
23079,3,0,3,0,1,What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass
23080,3,1,2,0,1,What is Twitter even for? Lmao This hoe wack af
23083,3,0,0,3,2,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
23084,3,0,3,0,1,What is up my twitta niccas!
23085,3,0,3,0,1,What jealous hoe made this? http://t.co/95rdO7RHvq
23086,3,0,3,0,1,What kind of bitch ass throw was that Alex. Fuck.
23087,3,0,3,0,1,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches
23088,3,0,3,0,1,What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie
23089,3,0,3,0,1,What mad cunt created masturbating? That dude needs a high 5...
23090,3,0,3,0,1,What made this niggah say that out his mouth
23091,3,0,3,0,1,What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl
23092,3,0,1,2,2,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
23093,6,0,6,0,1,What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ
23094,3,2,1,0,0,"What ppl expect, august aslina is a nig from New Orleans"
23095,3,0,3,0,1,What restaurant drugs tests hahahaha that's fuckin trash
23096,3,0,3,0,1,What state got the best pussy? &#128064;
23097,6,0,6,0,1,What that bitch Tryna say
23098,3,0,3,0,1,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?
23099,6,1,4,1,1,What the fuck kind of redneck commercial was that???? #indycar
23100,3,0,3,0,1,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.
23101,3,0,0,3,2,What the monkey... http://t.co/h76rptL8Wq
23102,3,1,2,0,1,What these bitches want from a nicca .. &#128553;&#128553;
23103,3,2,1,0,0,"What these bitches want from a nigga?, like on some DMX shit"
23104,3,0,3,0,1,"What they taught us, man them bad bitches only want the ballers, the starters.. We hoopin now the hoes wanna guard us.."
23105,6,1,5,0,1,What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;
23106,3,0,2,1,1,What u don't do another hoe will
23107,3,1,2,0,1,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back
23108,9,0,7,2,1,What up twats? I mean twits... &#128522;
23109,3,0,2,1,1,What was that knob to get shit back in focus when it started getting fuzzy?
23110,3,0,3,0,1,What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf
23111,3,0,3,0,1,What you doing bitch suck it don't bite it
23112,3,0,3,0,1,What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies
23113,3,0,3,0,1,What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's
23114,3,0,3,0,1,What you saying hoe?
23115,3,0,3,0,1,"What's a Queen without a King?

...A lonely ass bitch!"
23116,4,0,1,3,2,What's a trash party ?
